product_name,product_model,spec_name,spec_value,spec_unit,price
Hydraulic Press Brake,APBR-3030,Table Length,3125,mm,3350000
Hydraulic Press Brake,APBR-3030,Bending Dimensions in MS UTS 45 Kg/mm2,3125X12,mm,3350000
Hydraulic Press Brake,APBR-3030,Table Width,300,mm,3350000
Hydraulic Press Brake,APBR-3030,Distance Between Housing,2550,mm,3350000
Hydraulic Press Brake,APBR-3030,Ram Stroke,200,mm,3350000
Hydraulic Press Brake,APBR-3030,Ram Adjustment,400,mm,3350000
Hydraulic Press Brake,APBR-3030,Shut Height,300,mm,3350000
Hydraulic Press Brake,APBR-3030,Approach Pressing Return,30-6-35,SPM,3350000
Hydraulic Press Brake,APBR-3030,Power,30,HP,3350000
Hydraulic Press Brake,APBR-3040,Tonnage,300,TON,4250000
Hydraulic Press Brake,APBR-3040,Table Length,4000,mm,4250000
Hydraulic Press Brake,APBR-3040,Bending Dimensions in MS UTS 45 Kg/mm2,4000X10,mm,4250000
Hydraulic Press Brake,APBR-3040,Table Width,300,mm,4250000
Hydraulic Press Brake,APBR-3040,Distance Between Housing,3250,mm,4250000
Hydraulic Press Brake,APBR-3040,Ram Stroke,200,mm,4250000
Hydraulic Press Brake,APBR-3040,Ram Adjustment,400,mm,4250000
Hydraulic Press Brake,APBR-3040,Shut Height,300,mm,4250000
Hydraulic Press Brake,APBR-3040,Approach Pressing Return,30-6-35,SPM,4250000
Hydraulic Press Brake,APBR-3040,Power,30,HP,4250000
Hydraulic Press Brake,APBR-3050,Tonnage,300,TON,5000000
Hydraulic Press Brake,APBR-3050,Table Length,5000,mm,5000000
Hydraulic Press Brake,APBR-3050,Bending Dimensions in MS UTS 45 Kg/mm2,5000X8,mm,5000000
Hydraulic Press Brake,APBR-3050,Table Width,300,mm,5000000
Hydraulic Press Brake,APBR-3050,Distance Between Housing,3250,mm,5000000
Hydraulic Press Brake,APBR-3050,Ram Stroke,200,mm,5000000
Hydraulic Press Brake,APBR-3050,Ram Adjustment,400,mm,5000000
Hydraulic Press Brake,APBR-3050,Shut Height,300,mm,5000000
Hydraulic Press Brake,APBR-3050,Approach Pressing Return,30-6-35,SPM,5000000
Hydraulic Press Brake,APBR-3050,Power,30,HP,5000000
Hydraulic Press Brake,APBR-3060,Tonnage,300,TON,6000000
Hydraulic Press Brake,APBR-3060,Table Length,6000,mm,6000000
Hydraulic Press Brake,APBR-3060,Bending Dimensions in MS UTS 45 Kg/mm2,6000X6,mm,6000000
Hydraulic Press Brake,APBR-3060,Table Width,300,mm,6000000
Hydraulic Press Brake,APBR-3060,Distance Between Housing,3250,mm,6000000
Hydraulic Press Brake,APBR-3060,Ram Stroke,200,mm,6000000
Hydraulic Press Brake,APBR-3060,Ram Adjustment,400,mm,6000000
Hydraulic Press Brake,APBR-3060,Shut Height,300,mm,6000000
Hydraulic Press Brake,APBR-3060,Approach Pressing Return,30-6-35,SPM,6000000
Hydraulic Press Brake,APBR-3060,Power,30,HP,6000000
